Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],GDP by Country
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,1078403870.33855,1090276947.31304,1040554576.01413,1076122255.82323,1462904781.85454,1880850480.07423,2134513096.5249,2181935024.14244,2653485952.13319,4169672974.84855,4343708895.58505,4663321022.22673,4613637222.14006,4841310239.63687,5816559038.54545,6578840498.66931,6488743119.74298,7028810754.78164,13074130094.3723,12007291045.6489,12594155346.298,13713505998.0391,14735695930.9727,14436347115.2893,11401040995.9946,11476433603.7814,12898307089.1315,..
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,35519999964.48,39199999964.0668,45199916695.0352,55280212668.4124,72000179025.5041,184603593511.161,156167542258.06,184231211497.054,195241386179.148,134556126316.62,147542611736.835,181611150496.787,221403143240.479,261253660211.684,526499723362.144,600233031001.064,707909864021.779,756702925694.04,772109710670.873,729335024013.225,782242912348.371,877476892365.264,975383402912.585,1315356131262.48,1171870072962.76,1078493059306.95,1158912015259.01,1222405556421.13,1269009571610.76,1090514966785.91,1272838810896.09,1414187193992.25,7.08502751289118
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,106500000,..,..,112210000,116700000,124700000,135200000,147200000,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119.111317,..
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255364.03198,9399833207.49341,7798692878.40136,7982450758.03213,9519053158.46404,11253727815.4762,11735774634.4239,11531967881.0624,13692230147.0588,14420947883.5979,..
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,293073868.023221,327651487.962757,402460333.237637,523552815.119127,563939670.704419,1143229071.77943,1092551781.01486,1037314956.25083,1082851076.52158,1515209588.2378,1839095595.25655,2000674667.08261,2010116851.20284,2481316053.85316,2934578821.10938,2907075359.5041,2654476597.15436,2673738412.57583,2919691961.37432,3597052153.18568,4117728150.84001,4204651893.54085,4586828062.23529,7069351223.5686,6261646949.53125,6472837332.95721,6431274937.64707,7194256778.2745,7383941919.21567,6739642360.46694,8596156573.64327,..,..
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,2552401933.33333,2725736633.33333,2098734600,2186505475,2896178866.66667,3020611600,3204461566.66667,3576966800,2560785660,1124440204.40161,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.80211,3414055662.58063,12226514666.0404,11619892592.6599,11181350649.2247,11480847740.0839,13178094719.8612,14206359016.4014,13312981427.4023,15286441740.129,16810883360.913,..
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,984292969.877649,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,4593852089.09567,4054728172.94375,4376929571.63114,4856602178.63413,5506944403.30196,5542053845.29274,4769995511.55242,5861430525.58447,6095978867.69929,..
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,3956336240.94413,4356669160.63397,5074117544.77482,6242146134.92684,7675467036.60961,17692275268.3876,16251407368.0967,14824668235.7834,14991283215.7408,19462086253.3066,21765195948.189,25705296183.5037,26314313191.1826,30179955995.515,46497609536.2418,46266427862.751,43017455401.4244,43831480206.4535,47077192183.7329,58029361338.6298,66114147932.3903,68852655479.5601,75883820424.0845,119130845829.482,110413820681.034,111572946646.535,118540574727.552,127341141871.205,128920265075.525,121347533649.793,142866583124.696,134181587769.796,6.77668386512727
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5263884908.24241,5976402585.91345,5656473652.41147,5398557896.15748,5677013628.85057,6303399757.82376,7631106170.94621,8542083074.14716,9176896597.16802,17716091057.2675,15950979333.1582,11936993086.9579,13219079497.7055,14845400592.6712,15390031039.9957,14156864916.4711,15776757419.5197,17851491427.6765,..
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,578992638.8291,559378375.675676,634525053.103964,667038769.091964,1000557949.59229,1302701536.67393,1427209835.80133,1354699245.07241,1310837294.25837,1590096758.97152,1448003803.86246,1392547742.82535,1674823310.86252,2036373522.68939,4613071494.63459,5643818689.479,6849321645.95623,6220270632.33592,6110632857.66584,7754647428.07323,9390855297.73553,10588433068.8549,11863016315.2934,63264892768.3726,63045306513.9317,60291738934.7768,61449391917.1276,67144726167.9294,68697761477.1809,78930259068.5275,65124769601.7482,59364362540.5524,8.90415308495462
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,2118710573.93528,2297400688.06602,1951259376.82085,1608237350.81972,1809048791.25042,2300067840.45776,2495095295.18236,2535135314.27329,2789922033.09408,3873109748.79035,3868551624.85758,3922231976.43938,3557341284.0188,3349169932.3008,4926439274.97486,6609206506.34686,7248375216.59475,8001779551.06323,12435430396.1929,11335161230.1608,10722018975.0783,12895153160.466,13682019171.6627,12541928102.7657,10583748757.3345,12446290854.8973,12607436975.946,..
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99149259.8365624,84863407.8650093,97541914.5833045,109355653.690742,130995580.092154,125160081.80546,124685686.622889,145536603.234791,150922211.044258,..
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,865975307.776,882765470.722173,1024098397.79931,972101724.995368,1217953546.97604,2395423680.22852,2447174803.54051,2581207387.79709,2619913955.51556,2850782092.69387,2957255379.54315,3487009748.35638,3525225832.99053,3627560281.90505,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258415.29215,9043715355.8881,22731612827.3458,24360801338.0543,24524109484.7453,28971588880.8208,33111525182.7133,34186180694.9285,33433659223.1789,36924841430.0574,40828247302.4851,7.41014050286227
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,38164716625.0685,44579122807.0175,54706557264.4878,71840909664.1968,87243413394.5405,158479527935.958,153445465987.182,143912664148.352,143845822717.622,200862095700.666,245046310922.541,261910508417.884,258336705808.999,318330511920.61,438008220395.468,447049523049.808,417479337444.707,431586852369.686,473861980070.981,580070360701.96,658380081545.175,685348181515.953,733955269898.823,892167986713.708,765572770634.375,784060430240.101,833869641687.068,914043438179.591,910194347568.61,909793466661.466,1011798853062,991114635529.187,6.26330531544381
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,358815683.716629,413985777.670441,506808996.960496,542293400.026262,637403479.729112,904599871.517483,823857894.302675,796066192.872695,854820894.098006,1201321509.33072,1488093104.56648,2072775508.24365,2185082943.54573,2529440424.29422,3556304834.39845,3647802046.2206,3420032042.3108,3297734885.79488,3740056751.5259,4915353825.59343,5895008984.55746,6238629461.58574,6979155408.44429,10635035550.01,8738203041.54697,8724568970.67697,9173669999.59434,9896402295.48329,9475655341.98316,9454629451.03219,10071349707.1581,..,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,..,7911136757.06867,9567202750.72331,12802281897.8712,13940743959.4583,24164603058.9949,24308680631.4307,21665582141.0677,24679290455.612,30604668356.5695,40375812560.0295,45176423605.5945,43920222524.7085,45495129385.0475,56226503975.8201,58762260625.8758,52622954598.9299,53872463497.1703,66627729311.4495,88250885550.2626,103905628688.949,114720129550.095,111538810712.665,201313497220.917,178064471137.921,188838342527.975,206556258844.567,211886686924.483,213091987153.092,212569779569.515,255551704625.831,247234053739.267,..
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,778569938.824225,828569953.4744,878570045.450998,1092900014.79168,1521400011.53463,2454499872.03789,2753100057.78802,3117599872.08764,2683699935.36479,2885799993.91571,3851200117.77355,2630900095.60219,1013184755.57026,1009455476.10732,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321324455.16941,6763418645.81377,11880433902.9361,12756722238.3709,13286066154.9603,13785890939.4447,13025266513.3167,12699028889.666,12678162359.4021,14145852100.7591,15671583877.9712,5.77335688878249
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,649916621.179857,693573704.422866,742779659.455166,946385104.967731,1026137112.43707,2017612217.82752,1803099561.08393,1461243326.83775,1440581653.32328,1904097000.74963,2233006101.94475,2280356194.14559,2179567111.0004,3512356508.47435,2643363520.93135,2537789819.37694,2241753192.71257,2448714703.09612,2782192880.69187,3394084731.48601,3760443735.45875,4383315967.49998,4756361253.33358,10862943546.2851,9683867926.72766,10398861980.6524,11185101444.3729,12808661487.4035,12916454870.5458,13744174582.2532,14915002098.4975,13969605582.5202,5.89960603677277
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,12546094986.5804,9181769911.50443,12274416017.7976,15162871287.1287,24846641318.1242,142769363314.176,97094911792.0489,73484359521.4887,73745821158.2254,54805852580.9129,52676041931.1087,49648470440.4593,44003061108.4005,54035795387.8086,54604050168.1818,59372679433.1746,69448962760.8787,74030562269.9655,95054094655.3277,104738980156.958,135764715375.206,175670536601.006,238454952231.572,574183825592.358,493026782401.561,404649048648.026,375745732274.676,421739210176.152,474517470742.749,432198936002.177,440833583992.485,477386120635.845,6.99791573067603
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,4699646643.10954,3765745000.15914,3863619262.14615,3772859053.28772,3709636012.49122,4018365767.82494,4946296568.73311,5682784433.35956,6258602830.34852,6861227018.42078,11362265293.5581,10064519962.5655,10672467073.2873,11307067000.7188,12683068033.1043,12606338448.547,12363580534.6811,13825049831.7959,13563132057.2486,..
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1284000000,1239000000,1210000000,1061000000,990000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000,..,..,..
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,12814194863.3018,14583103533.0351,17358481291.4162,22534123432.1493,27145652980.0117,62646871991.5681,61627522382.596,62058271862.7546,65416626280.899,78692674637.045,94230606535.1134,101900521458.037,102633934390.615,119791045690.118,154230346261.264,162384295939.12,171456390281.958,174240242224.618,195915371987.697,229384929368.922,265267350723.204,309978579743.888,346913357588.358,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,490293364377.183,579267365866.343,7.32925117810608
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,256319795.303011,301010587.102984,366883549.303582,483066762.401589,1645917781.25628,7554719477.57591,7932541713.75953,8821430391.57955,10005645420.4606,7324168966.98643,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,13996914694.4083,15593456176.8531,19507452535.7607,19452000520.156,20142756046.814,21633708192.4577,24763712873.8622,31081991677.5033,37215779713.9142,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909397659.2978,88191977373.212,114667360208.062,11.7372400590672
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,10027509449.811,10665896682.0664,9415016359.56604,6383429490.21091,8899191919.19192,30725971563.981,28691889763.7795,31151825467.4978,31144920844.3272,31899070055.7967,33351529274.6869,38472742808.3167,40171105580.1973,40010423970.4576,62191955814.3478,62973856843.5739,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,244360858682.762,270556104886.456,313629998960.445,339205536454.445,356128167702.894,320909472926.461,300425609206.18,348262544719.247,376532751806.989,6.97244763960879
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146297500,156907900,163184900,153963200,165186200,190452900,192382400,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000,..,..
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1351006400,1523917200,1673411700,1913793400,2188307600,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,49921400000,54091800000,57907700000,62202700000,67294169234.6291,69721787532.9789,57086836942.4052,67406738051.7437,76522511780.6222,7.76295225574362
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,645568215.368383,717750057.559415,858761953.084019,1299079580.23649,1467417948.86332,2368718617.43775,2562352064.85594,2552663565.32673,2423338768.34277,2647995147.96727,3143851216.95783,3656179989.10101,3546470500.90388,3219730364.99623,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8354911621.97941,23210823987.308,21723439625.73,20758874952.5805,22742696407.5093,24109780113.2307,24751069237.9977,23848442440.267,26311656000,30633444294.631,7.42253222858945
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,594611111.111111,664571428.571429,769039682.539683,995531746.031746,1333475396.8254,5419411764.70588,5673248726.16438,4502462807.13993,3282449235.76129,3723993942.79088,3971044723.8024,4255683528.33333,4757732199.96213,5812114523.01187,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,40377987314.6435,36211372646.38,36089550671.834,38997129809.1697,40225448651.3062,37925338460.1556,35432177936.3317,39950899733.227,41722295362.0667,8.17477563226782
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,7432223176.93623,8289582883.67673,9189413409.28138,10994381895.1161,13858441211.4692,21794535621.216,17345260564.4824,17600400384.5073,15078736875.387,21859448586.485,36889706592.6843,15439408447.2,22499559086.0587,26410386669.3532,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,200786240836.818,189802961890.097,191898127860.843,211007952315.888,222597030191.041,228325852220.761,201947603715.409,223717791482.577,242631549613.268,6.70330578014295
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,7559115517.55949,8375075197.08348,9067815975.40698,11412449173.9412,15607882556.6329,42206011278.0585,37759181029.9732,35730184921.1822,34961486974.8541,33987206739.2067,37791488666.0743,43152128958.6116,48513772976.7115,50508286641.5746,74492416329.9142,85640170314.8245,83669788254.7279,78921234457.5487,84307346432.1264,87039092438.9644,95002000250.4167,107419977968.185,127652927611.904,297483553299.593,306445871631.969,318627003965.989,328480738147.1,346841896890.489,376823404772.837,361751145432.404,394087362017.318,404284327311.713,7.65262350496763
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,65977748210.5263,174685791563.561,170030647848.034,172220451786.957,190905493539.168,199070432431.108,217828661056.935,255107275407.423,306145913284.466,344626630395.377,539080532037.142,477111287969.227,470024559638.496,524641206562.004,588779850763.487,596058473058.766,599442783603.187,679441900610.663,688176605954.787,..
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,8108235704.32357,9201604240.28269,11239117865.0852,15090564186.4268,17512391475.9274,30527754793.1382,27239650741.9472,25217969049.5755,27115807742.0873,38745901353.7059,48182925857.4071,56347250696.3788,60594092182.3275,78713860216.5659,123946327916.296,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,229901964221.881,199394066525.44,206426152308.937,221357874718.932,242313116577.963,239986922638.897,229031860520.773,253982847571.015,251945377529.388,6.60833078735768
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,5034700000,5646800000,6328900000,7002400000,7684800000,16764200000,17276600000,19162600000,20289200000,22009300000,24025800000,26385800000,28161200000,30603919000,54086400000,57841000000,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,102445800000,103375500000,104336700000,103445500000,100958100000,105126400000,103130900000,106368900000,113434800000,5.99014284816766
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,301791301.552887,387703114.922846,510262518.499604,793885649.281489,2401403228.0492,7596703216.37272,6467582309.46912,6704395824.94328,6153296456.04396,5053021950.54945,5446428681.31868,6038187032.96703,6487912087.91209,7360439423.07692,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27,179677131707.294,237295575171.103,12.8217809070444
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,38067565160.5839,40424526825.7903,41450779108.6724,38244330107.5469,41696111548.0676,35953162615.8563,37253738081.0669,40395114264.7811,46065502702.5817,57806382692.2057,74973660680.522,98454374488.2926,122023721512.528,199713780259.318,177883897811.434,185287615324.922,210147181055.277,243316050520.725,251017797625.017,251362534092.315,285404683024.537,301261582924.085,..
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,554713455149.502,506500173960.269,516814274021.956,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420194.66,591016690742.798,764015982495.676,989932059220.667,2059241582146.11,1363482179761.17,1276786344534.27,1574199355092.71,1657328764645.93,1693114993990.49,1493075887459.81,1836892075547.52,2240422438363.27,..
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,219900006.2199,222952503.884321,246457838.604265,290746157.492369,308458423.183854,1407243132.61664,1479687583.13507,1587413091.46475,1715626336.53326,1944710687.94188,2157432667.84224,2395492695.13767,2405022587.80045,2550185692.53721,1989343548.29917,2157024758.12224,2068762706.74598,1966548409.54858,1965932546.35834,2138185328.15156,2376464519.64036,2933765825.28037,3319711249.44189,8239042500.28733,8543869360.36164,8695318854.11055,9252833678.08916,9636510839.30707,10346675636.3397,10172925171.5869,11055281971.0454,13312796765.2336,7.89097709342614
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,121221651.619316,111862823.574979,109200934.328518,95572172.9835657,100947848.64478,111713922.141578,133016065.416065,122888609.715243,125766269.755358,269485284.955621,255408053.16629,258856139.798489,266299591.479428,281790139.027035,333426144.540765,407747521.116429,476801793.159429,499923757.780736,796683672.75348,824150487.210566,843924750.673535,884844419.778891,878448439.453724,912950619.371868,868898350.356664,843850777.823854,832421565.372356,..
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1109098657.57511,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,1673910988.23529,1419400403.82339,1468342430.68836,1528621195.45849,1655354303.82885,1616188702.34405,1541247884.00207,1855382833.14678,..,..
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75951131.9461768,85171073.8777498,102085765.483057,114582281.98784,136450658.08261,142775109.816191,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472551023.610419,526653790.670814,546680341.647274,..
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,5377268844.34712,7184816176.87675,9664177036.67209,14947535254.2287,45412971922.1718,153240295657.771,129171602025.147,119624918956.209,103897892810.979,86962013010.5552,85695941760.0451,88256162068.9725,95344352823.6969,117630261604.888,146775428759.278,161717040000,189514910222.667,184137517724.863,189605920240.516,215807655244.424,258742263029.008,328459700124.064,376900135720.729,766605946720.427,669484381328.891,665999879694.192,714994694991.651,846583785179.856,838564705624.643,734271183954.88,868585871464.541,1108148978218.49,10.2466648454198
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1297407654.80231,1339549034.36862,1620857100.5595,1863398590.01061,2099325232.11526,4013951446.34767,3569356124.7009,3485165433.40439,3818944920.01861,5392093452.44722,6487353094.14856,6418419392.52726,6366039362.80037,7390967361.65927,6505607913.82443,6592834929.38994,6013185003.70967,6507824826.95024,7006402324.84511,8768721560.57422,10076816661.048,11009033445.2548,11697918245.3507,19797253445.2673,17774766696.6987,19040312331.1615,20996562958.501,23116701539.5646,23403995984.9306,24530513058.5946,27569136728.2565,27684430244.4907,5.8855807850745
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19457979423.376,19388663551.0012,6875845986.52121,12960546471.3782,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,47062202241.4378,39655949731.3816,40692661657.284,44179075778.9267,50640662859.4987,51514242775.5241,53356484763.839,63082021205.9295,63501748652.2968,..
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,18432031.3616773,21965951.7533636,30645121.0127585,36896278.223337,43134498.6932177,157211797.726919,156098244.669095,160992928.613245,179691474.285381,221147073.282651,265212941.116457,301985636.80955,324333385.605606,392163560.879912,647287375.762528,662838614.880674,654212432.437162,662064193.596574,742134792.367443,750847276.441706,893012218.181818,977899381.818182,1081441348.62605,1387576413.85839,1391427967.33495,1458954109.81959,1529773286.49646,1587813245.28225,1645090567.04612,1183515397.64891,1286687873.18447,1588406479.15511,8.56999344673437
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,434410373.764149,419549425.077086,465381264.33209,575230445.780241,648590794.575274,1295361467.61023,995104199.784208,1087471861.98928,856863164.455394,490177396.181524,660115531.970675,1055081242.2874,932978182.014388,649644812.644707,672375927.347148,669384768.87263,635874002.198748,1074851475.17873,1236235826.58409,1369685676.56203,1430217080.66487,1627058706.47627,1862116164.80343,5015180836.19495,4252029353.82191,3862721204.61052,3719443317.52413,4085114542.06831,4076578653.54714,4062906363.55623,4249234573.98708,3970343852.31939,4.25503525691992
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1920574148.88223,2263785443.61688,2721440980.75851,3696213333.33333,5221534955.64418,16084252378.473,17784112149.5327,19749361097.965,19156532745.7691,18586746056.9974,20919215578.2125,25371462488.1292,30465364738.6206,36144336768.7023,85728224856.3725,86286866724.2229,96076521349.0621,89793815727.6029,92538355642.8848,97646382412.8729,115033570415.043,127807810333.769,148627255181.674,314863580758.455,307998545269.398,319029973659.293,343272878686.388,376869585632.115,376837488316.973,348392174863.651,423796995372.726,466788539651.836,10.5639464846598
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,1459776536.31285,1240279329.60894,1384636871.50838,1571564245.81006,..
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,12747380650.0762,29856000671.216,30463670123.5931,29242558796.5507,30778781606.9575,35297794385.6863,46919965224.1497,57437444469.087,62808723476.719,70767338922.4411,101437045019.899,88900883130.8374,89952699524.8965,95649966260.981,106137924015.591,105710052464.625,106728917483.033,118656591909.266,115468803971.543,..
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,49997186439.0908,43107506024.3254,44766722790.5838,48589100043.0958,54177882425.8421,54331588482.3048,53706800043.6833,61748586534.8672,62117768014.8563,..
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,..,50056882.8213879,40606712.050639,55272108.8435374,84539332.282562,192901942.93311,181220349.804067,181570454.325856,165524980.920416,147620047.542121,155128568.051748,176494422.139879,172882435.808117,214877638.375504,457579824.388508,488024547.992772,419842687.977845,409508556.613392,346406733.603556,417668997.397615,468005324.460339,552864568.402293,617258127.221057,1335571356.68714,1307909891.29375,1379490315.02286,1469789050.30851,1615478421.45974,1619154958.40233,1536145831.0639,1580303517.17092,1595710784.31373,..
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,322600009.142857,331104677.242568,416940943.667476,507028428.32238,467577432.322093,774419569.699066,733901365.935354,788307213.438235,876404617.656501,930318705.301335,1009792724.42175,1038291284.49695,1092392963.1951,917044228.00846,..,..,..,..,..,..,..,..,..,5024999991.72061,5335000000,5534000000,5609000000,5856000006.22021,6485000000,6883000000,7628000011.46357,8126105600,6.20466130337427
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,21218391521.1307,23411079377.3158,24515911652.3115,33262767309.8083,41389185877.1235,85904070614.9305,96204110963.155,84870134616.1773,64459376103.5598,73354782108.0547,96535747613.8244,103976854738.412,108055603481.557,126048148261.474,152982979945.103,151516952945.154,151752749926.331,135429908544.338,129087560694.625,197018960967.972,255806928394.811,288867202055.144,303858667884.835,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404158882459.024,388531226582.351,337619569570.511,419015636064.711,405869718462.343,5.67531516815553
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13962212847.4576,11997800760.2242,..,..,..,..,..,..,..,..
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,40992995008.3195,46619420359.2814,59132415221.3306,78639525985.1513,97274006345.5437,195996754505.528,170951185614.849,172102910370.524,180793463796.477,251321075204.942,318747935588.196,376160409941.437,414757056921.996,536558591250.408,619214834614.099,634907542858.302,598363313494.903,627830029412.205,708756677088.629,907491523174.116,1069055675273.75,1153715822717.51,1260398977831.76,1371820537888.6,1196156971279.69,1233554967011.71,1313245330197.66,1421702715218.01,1394320055129.38,1276962685648.23,1427380681294.55,1397509272054.48,6.78662623288363
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2296470588.23529,2369308600.33727,2553936348.40871,2875625000,3574586466.16541,4768765016.81884,5167913302.16745,6043474842.76729,5978460972.01767,6405210563.88294,6682167119.56522,6978371581.26375,6987267683.77254,8032551173.24014,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279802451.2714,82528535572.5429,85140955516.7505,88012281909.7522,94376237831.5778,94493871351.4217,89014978319.0703,84440535698.8207,88496535599.3564,74403578363.4355,6.68871272976253
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,16299999.99185,19624746.4503043,22944849.1155047,24196018.3767228,31514856.3078422,86022222.2222222,86874074.0740741,98603703.7037037,111007407.407407,130685185.185185,147748148.148148,172692592.592593,192518518.518518,217259259.259259,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000,547203703.703704,644414814.814815,953170370.37037,957037037.037037,1008100000,1058944444.44444,1076922222.22222,1107844444.44444,884522222.222222,860844444.444444,961563259.259259,7.84114470733312
