Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],GDP by Country
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,183333333.333333,197037037.037037,251481481.481481,284444444.444444,340000000,375555555.555556,429629629.62963,486666666.666667,579629629.62963,877407407.407407,921851851.851852,932592592.592592,892592592.592592,900000000,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1749296296.2963,1807222222.22222,1865444444.44444,1996703703.7037,2057074074.07407,2094185185.18518,1516000000,1691259259.25926,2065027555.55556,..
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,772921756.313723,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,18449999.990775,20051925.0349891,27585802.7191194,30165077.4525954,32923696.1775823,113759203.333333,122255349.62963,135024987.777778,145641705.185185,160846656.666667,175580647.407407,200726712.592593,214745002.222222,240366666.666667,373618518.518519,390718518.518519,427946037.037037,462072333.333333,487763851.851852,509090888.888889,549900185.185185,579948925.925926,643501148.148148,770901436.441118,786554580.796867,814302267.073348,844039068.757533,884328180.526933,910765709.768752,869111852.751778,872226063.705504,948558503.126378,7.57669057137231
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2100229759.04718,2288340041.03486,2483055722.23738,3077254460.30228,3958931659.84759,8732542273.73424,8230153846.15385,10447615384.6154,8075259600.3398,10092200000,12093333333.3333,14372555555.5556,21408111111.1111,33641222222.2222,11250220602.974,10682027634.7462,12257299147.2936,15716361539.0643,18137126092.2818,21355295732.0535,26646007250.7319,35182707173.8157,45263824686.0898,76818773784.7605,84984672415.9401,102943515502.994,129718581297.431,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51662241775.2425,6.15900083405579
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,274900000,301000000,311950000,339450000,409850000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,1110850000,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793410617.00935,2626380435.17877,5240606060.60606,5126238146.34146,3317421499.77314,3591679371.03991,3996198760.32389,4016040575.08796,2911807496.20227,2984706243.65482,3620655116.22074,4.95769781655188
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,38092378395.8186,41566370370.1516,48953974498.0218,59404966684.2214,66012967234.7236,114380406033.224,105014242541.029,109201362589.001,114123205983.088,150498409835.874,183008435689.943,206988363594.82,217949132622.507,261846636897.068,270810151170.431,274071242574.57,262834187366.578,242395011586.562,266848422377.999,334337040046.622,385118743610.143,392218701192.925,423090618042.966,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,547054174235.876,636856236396.239,585939170123.856,5.25615722869696
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,115044782162.741,114632083163.394,109456088574.231,110979185023.147,159088447135.692,199237483444.448,215540625298.982,208102666687.042,265771545360.201,303456228792.493,297882566712.49,279209007352.669,286580125206.282,309299934075.77,362088305988.747,403914244451.966,418292704114.275,441619409123.416,726537808338,694118186379.628,687895460902.713,695200833086.499,725562534363.895,721369112726.724,739913619797.445,800640155387.26,807706035351.75,..
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1780104712.50788,2097643979.60671,2415706806.91511,2579219250.63755,4244670165.2179,17525605100.0065,18672866246.7956,19195414014.7766,21203821656.051,25460636942.6752,32538089171.9745,16574342984.4098,18609532293.9866,23904498886.4143,70418173719.3764,72970334075.7238,80590022271.7149,86771314031.1804,90558485523.3853,95693808463.2517,112863340757.238,134203830734.967,153799910913.14,21502061462.2122,16468399180.3822,12598742886.9368,16369724433.2751,21496337967.8677,22600896352.1266,11159274040.2708,..,..,..
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,2629395066.27017,1320199581.52261,1086612582.89292,860541842.263697,1080772703.16128,1221106073.03073,1555318430.76621,2076176636.43428,2312352267.98721,2830213562.60217,9112606074.51713,8271431932.43678,6992416096.89018,7536403146.68377,7765000282.29397,8300813889.63698,8133963813.3329,8937805347.13963,10492123387.7931,..
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,5100405344.39923,4420167588.57625,4258742898.93795,12270448546.3584,12711213451.034,13375976353.6994,13581644245.7352,14142035080.2849,15224257698.482,16675948414.7573,18399046025.2688,18649590248.2626,49964825081.1078,47378603783.6471,49774004999.2038,53275968094.8533,57003686049.4102,61026765850.3054,66068737757.2651,70655628140.5826,75709289056.4457,..
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,7086538430.75416,7375000017.6326,8177872957.58962,10838587357.7466,13702998648.216,36589772336.849,40042798315.2734,41797647303.3483,38900711298.1934,43096774496.625,50535445679.8106,61667254410.673,72250747142.1734,85343189320.7519,113675595413.496,126669212337.245,126392223203.461,120296476180.402,134300903357.962,152280616469.478,172895685509.275,189318407487.959,221758294724.764,407339036017.221,401296242133.903,413366345843.744,456356812774.563,506754212432.991,543976695638.812,500457261548.076,505568057004.254,495340592811.188,8.16740116065563
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,367087900,477443500,469506700,490439100,440764600,462283600,453805100,1447310400,1594447600,1650619400,1595724300,1563887900,2028551600,2158392500,3621222400,3163324631.03158,..
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,345134276.958922,389382093.171242,456159541.705593,552374366.444597,761591056.261654,1116560700.7589,1040589483.74195,975908209.64252,1035987180.13488,1441695857.94158,1697428000.68525,1873745515.35744,1838552523.37741,2212905422.64086,2157078792.4713,2142574540.97524,2027363116.95413,2014516700.52675,2319268823.40971,2875255592.53666,3071152629.2959,3100356551.92876,3195618966.30736,6217047648.63985,5681469374.10362,6031632014.86013,6395472028.24361,7029217931.75029,6992656428.93581,7389329392.7704,8334047485.51396,8126439480.61302,6.07489347781633
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,62068161.0711025,60863963.963964,64248354.5414656,60058663.3144773,68195855.6149733,81667133.4546982,106657267.367342,106344854.986095,113563821.577404,191504892.761394,199208752.453675,204848436.577021,181117272.403138,182764299.854513,202246621.151561,230657579.058937,261803692.13042,292230634.197573,439877675.693345,437003006.744784,420548768.072805,460374252.206137,488906860.874058,512053639.842631,484796858.839009,469228124.153914,..,..
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,821849999.589075,896765145.619119,1083391921.22162,1308785739.53437,2042001159.23119,8140416670.05851,7763750003.2349,7757083334.68006,7375918367.34694,4794444444.44444,4797777777.77778,4496910569.10569,4323058823.52941,5068000000,6043687133.40846,6808982520.75759,8154342547.5637,8824849662.9616,9008297748.05893,11305459802.0683,13280292692.3489,15982388172.7158,18369361094.3886,29489012806.8905,26851970249.3032,23496215880.5212,23797686961.8447,24322359037.409,23849557811.3959,21059428846.0153,24460196270.1157,27899082337.3688,6.77844457688897
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1439238096.54026,1685163348.01673,2237554586.7162,2730814468.11913,3545865875.51792,8133573180.63032,8350586859.97354,8254537657.29164,8410227733.15327,9017804761.57991,9696710059.88566,10096243800.7898,10101853518.0853,12290568181.8182,21802893587.126,22943202174.9668,21473522938.6803,22065840117.4661,23141611178.8428,27453895158.9433,31183893587.4103,32272178403.5147,34376664600.5898,50271812920.612,45779494041.9295,44360065796.6202,42163530590.9462,42686509835.5287,41905637658.6053,42538462678.1201,46687298709.3541,46664948951.6571,6.69015279066248
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,17345632697.8281,16311659192.368,20431095406.3604,25724381625.4417,35599700823.3766,64546167132.1244,61678257318.3004,59990263932.8983,67234937530.7236,75727813488.7659,87168298081.8679,90853080152.2135,107143390749.858,150676194826.809,275941726172.383,256395983758.49,274294842523.054,201753110088.579,240249005455.218,314595528425.307,408865358516.587,506314676837.415,557075996577.466,938934430070.659,864313960482.343,869682954136.208,858988578709.755,778476714087.962,759934804372.319,720288811761.915,819034484303.169,905987824096.127,7.60708674954415
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,2331358819.75954,3010982414.24425,3006988216.55045,3189539641.3171,2605688065.08338,2450564467.58315,2904662604.82053,3534771968.51189,4462028988.72949,5977440582.80171,6838351088.46688,8103901996.37024,10276674364.8961,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,44220285714.2857,45610571428.5714,..,..,..
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,358744800,366707900,409753600,485598800,578645800,721891500,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,1044778790,1138808881.1,..
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,8824746.23813152,12757405.7922913,13687141.1058778,15073978.4480759,13964728.7157492,16842677.1707019,19456335.9287725,22798266.5963107,22909973.9844518,24096867.4704455,38760972.4230315,36811928.82414,41629064.9653416,45276606.0014551,48015219.9526234,54123195.2727502,51746568.697119,60196366.8066821,60349391.0988033,..
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1259554807.64427,1417191654.74969,1490970267.23326,1701817876.60586,2098944967.50769,2177500000,2240333333.33333,3615647477.06862,3519695212.52773,3923244170.44145,6269522147.44353,6508931651.66667,5276480789.75396,4304399314.79883,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57246,6178563590.89254,6606884273.84919,7939487548.40605,9239221760.48232,9977647685.28515,32612397253.2395,32387183733.0207,29203988697.459,30744473839.7439,32927025621.3848,35348155092.292,37605430214.347,40510241365.9029,45559202048.7345,6.90048902474765
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,64087694038.2333,74703517902.6642,82709161099.1244,81393558423.4406,41882529044.5491,31580642102.4386,32375081951.1418,39309580983.2282,43956163612.0433,52010352502.0057,67220154164.3166,89238865118.5263,111884752475.248,133503867181.971,91030968761.4155,93355868977.6619,112090503817.399,130891086689.522,153883045524.931,156617719786.254,199765856764.501,160502739236.097,..
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,46622718617.9849,42803323356.7974,41807954240.6484,40603650231.5445,33943612094.7971,36384908744.2114,36275674203.2144,41464995913.9199,50701443748.2975,75674336283.1858,84445473110.9598,104337372362.151,103311640571.818,109816201497.617,124346358066.712,147824370319.946,180617467964.602,222116541865.214,414105366752.893,370275469571.137,369255326235.534,390516804029.952,427049432157.931,417989721742.682,349473015330.157,415021590687.543,507534921715.453,..
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,130682295637.119,148106601857.137,169969084028.49,192551676950.861,206152361030.543,515006780277.424,489599764279.816,461483005638.353,489256281228.667,601455004221.653,745130338365.8,910171030657.68,926926143222.19,1093213710428.01,1654996607708.19,1689407711357.04,1666048767079.76,1648765214387,1785781372553.92,2056704586736.55,2423047347028.45,2544813166100.5,2709978165671.04,3065223279583.79,2934857946213.47,2699659680997.2,2683488510504.04,2878152147315.82,2857057847953.02,2704609160088.15,3122480345924.54,3070667732359.21,6.07092531902059
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1073303000000,1164850000000,1279110000000,1425376000000,1545243000000,3343789000000,3634038000000,4037613000000,4338979000000,4579631000000,4855215000000,5236438000000,5641580000000,5963144000000,9062818202000,9631174489000,10250947997000,10581929774000,10929112955000,11456442041000,12217193198000,13039199193000,13815586948000,17550680174000,18206020741000,18695110842000,19477336549000,20533057312000,21380976119000,21060473613000,23315080560000,25462700000000,6.08937274344432
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2137096774.19355,2807258064.51613,2189418688.80408,3964296443.35254,4090209681.97172,9178780076.99713,5102276308.45313,4850238549.61832,4732025669.96467,5880106316.82633,7367504969.95853,8213526913.66289,8438946947.60228,9298806525.099,25385887785.5852,23983945190.6202,22823271520.8708,20898762265.2653,13606515935.952,12045638209.5112,13686329890.1191,17362857683.8545,19741420466.5393,61496186973.902,57680328702.241,57480788380.312,65006047680.3225,65203071110.6037,62048585618.505,53666908479.5585,61412268248.9461,71177146197.4951,6.74177601180627
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,13360607990.6751,14988971210.8383,17078465982.0282,13760513969.314,11401421329.1974,9687788512.80184,10134453435.4603,12030023547.8807,14307509838.8053,17330833852.919,80845385816.2062,86196264741.9423,86138288633.2241,62081322741.1228,52870108217.5626,60283503705.3907,60224701295.7983,69600614988.6039,80391853884.764,..
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,114501912.522867,117389554.191406,144482515.368336,131856420.703184,126498935.335649,139464173.547324,158351368.433149,154013202.116475,168879207.244148,262293410.708334,268006972.690296,272014627.17652,257926881.72043,262596534.920198,314471413.859657,364996869.129618,394962431.824251,439358585.211911,772315986.470477,730870805.20235,780889605.899977,880061830.96959,914736985.430944,936526267.622513,909421043.508407,971636097.850666,983582864.560796,..
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,11561111111.1111,12986590909.0909,13977727272.7273,17035581395.3488,26100930232.5581,67736744186.0465,67556279069.7674,59867743467.9335,61965466666.6667,60516123711.3402,48029034482.7586,60226413793.1034,43536709104.0115,48606952194.7752,91336763255.6157,97972842461.5131,117146466003.235,122911036746.163,92893587733.6549,83620628582.1082,112451400422.982,145513489651.872,183477522123.894,482359318767.703,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,14094687820.7445,26336616250.4397,36658108850.3148,25423812648.5941,6293304974.59403,6471740805.56984,27209602050.0452,28683659006.7752,31172518403.3162,32685198809.2947,35064105500.8344,39552513231.0669,45427854693.2554,57633255739.4104,66371664817.0436,233451484773.974,239258340825.533,257096001174.075,281353626107.245,310106472642.968,334365257920.289,346615750166.553,366137590717.804,408802379068.229,..
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3262000000,3443000000,3797000000,4428000000,4484000000,3565000000,3663000000,3798000000,3794000000,3922000000,4117000000,4204000000,..,..,..
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19111900000,..
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,5647119229.00763,6325141675.86989,7641102523.15082,9652436179.64605,9861560094.74009,10694628091.6726,11777966673.3897,13872791658.5487,16746347681.0074,19061978586.1278,43228585321.3272,42444489460.9387,31317824906.4358,26842231204.8047,21606161066.2074,..,..,..,..,..
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1825285714.28571,1687000000,1872416680.07912,2434255236.99935,2910981262.10018,3871117092.86676,3321048451.15171,2719518932.99541,2252454500.14896,1664413508.09853,2265250972.34879,3728878148.80792,3994673161.02649,3285217391.30435,3537741625.24395,3404284652.93585,3600631918.50658,4094441301.21423,4193850445.42632,4901869715.90457,6221109716.39571,8331870169.14977,12756858899.2812,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311506435.0598,23308667781.2258,18110638619.3723,22147649568.6121,29784454055.9391,5.36971163627314
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1884206300,2178716300,2677729400,3309353600,3982161400,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,19495519600,19963120600,20548678100,17584890936.6523,34156069918.0609,21832234925.5021,21509698406.1116,28371238665.5116,20678055597.7345,4.60685836668931
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,44629891648.9704,49173371528.9409,53123459911.6505,69482723443.6538,85380645042.2438,168095657215.23,175564912386.053,160646748724.36,136759437909.949,153050335915.693,186658478814.26,204765985926.278,218241607366.27,254062093241.871,266652333830.507,263024788889.788,284759318602.866,259643121973.102,266529432166.377,354176768091.407,440481795990.95,513941625353.73,577586931666.752,1006526390112.83,927348469903.115,885176429223.509,1021043200767.01,1007196197587.41,1000834077088.55,927593321647.664,1081998139192.47,1169483734191.46,6.28060351289873
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,23596163865.3182,20936358634.3274,25386169423.2783,31975594564.7119,44416677334.5674,187448724919.927,138384182006.548,114516348920.8,116776995132.665,107886511308.918,110728825941.601,109438851253.754,102254998562.584,122387353859.461,130678128885.175,138085971819.806,140945759313.811,148529518712.343,177201164643.36,205214466071.124,254264799898.509,310889578636.228,396921040009.472,894322482190.281,768644740597.116,691363412188.46,684898755570.717,767025741475.038,822538393591.447,786460035395.026,844459722152.991,877863284874.068,6.95462830535145
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,42768536550.7033,49428519673.4566,58935857748.5339,74780454402.0878,142137633612.979,444575870914.343,418462069813.764,425899415741.843,419485435098.32,406982702169.503,440607629311.648,424896194402.896,455822667744.982,644062569659.784,649192024190.977,717469440493.503,820185610129.239,802881110720.163,807961558719.847,893818030124.46,1062736962989.39,1304401465632.94,1545539138979.41,2905732745187.01,2554156134622.59,2537536661584.81,2637111521998.13,2843476105063.8,2868890920845.12,2533377484136.87,2928455523439.88,3557557256270.59,8.50197446044183
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,3695311705.18149,4017469942.97064,4639346339.9348,5076128906.85033,6595536763.87412,16517790345.7868,16735543669.6243,15982824810.1128,15814763265.9632,14441261965.7809,15521767449.3634,16459954911.6078,16872865240.8504,18149076125.7684,30354024137.6547,32186912968.8433,34533836399.5029,35575792426.039,37324429141.846,39887632895.124,43625669537.9596,49307227387.1363,56074290119.343,76921753855.8063,75480329446.9463,70977854236.847,73482494257.1029,76247249561.2981,77282796215.9198,65994922945.3924,75672802626.7044,92935645972.9574,6.201619933377
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,255337810802.762,448894610521.331,435065044494.685,428593201404.544,468615587873.484,528073833481.439,634392770405.702,763090766153.593,886071848815.601,1001568223853.49,1463549880656.8,1293370353419.53,1316495750803.65,1461216063229.79,1648513132166.16,1674114230083.25,1665358949113.72,1905555039662.64,1946330897134.16,..
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,286772120540.821,310202914047.882,339147957048.174,433956554432.369,606060392680.645,1418937141151.78,1429300176950.8,1457264926621.25,1455540349922.63,1471507593965.89,1495076737734.36,1555302003152.91,1584652248354.85,1860056796275.85,2942800566756.13,3112677522884.36,3386374511009.56,3357006119628.59,3264336980104.44,3633102752693.61,4229767093661.89,4931859588770.03,5639663592981.58,10661877094591.4,10147533368060.6,10480129806000.4,11335422969863.6,11465084494129.5,11696252034573.3,10909268111328.2,12674194364881.8,14029514129086.9,7.48121278145044
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,408898138223.848,453726954329.134,563010907247.164,741889900791.101,854713010143.849,1962329472988.37,2087904294838.24,2235982147816.93,2359536624595.28,3082609431901.86,3619762729461.22,4354920545659.52,4536212294968.8,4738184774160.96,6929788830686.52,7740389071255.5,8374967389221.68,7788979324780.6,7911872939399.31,8699256032059.13,9756921956173.96,10409529158921.5,11031655622225.1,22086203629928.3,21997190975438.6,22772302203840.8,24324925891393,26485229927652.4,27023995393949,27144860679483.9,31095572987690.8,30655246030297.7,8.30210194561135
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,127454919352.341,137030062986.255,155408666772.339,195534127614.961,221206099178.334,423685722452.221,443837445351.947,480900837963.174,526325244782.652,525026601298.333,518938502263.918,575483688565.975,622373424237.77,667200070409.87,1431442362415.69,1575310857166.59,1734224222956.66,1847017054394.22,2043852782637.27,2311295448247.12,2681922543395.7,3106483464947.14,3740321729010.93,12798136833357.7,13326936591373.3,13611836958159.3,14876744560573.5,16639892731999.3,17207134431205.9,17487420266794.3,20837352063117.5,21189324409148.3,9.83363469202445
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,127295734440.728,136858919192.232,155214569008.126,195289915128.067,220929823664.411,423156559869.692,443283114260.859,480300216521.686,525667890496.16,524370868953.538,518290373654.716,574764937806.373,621596110509.658,666366770410.336,1429654561465.37,1573343371558.06,1732058262387.6,1844710221138.61,2041300111259.75,2308408754163.34,2678572954339.47,3102603620227.85,3735650251543.72,12782174580093.7,13310296419270.8,13594851920373.4,14858183903103.9,16619140999210.2,17185664986074.4,17465598594220.7,20811347144902.6,21162883158375.4,9.83363679757385
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,642618205440.966,728350687665.193,879866451210.211,1142236798783.01,1295369935840.44,2492495326231.07,2431611024346.65,2332403164199.5,2396184860778.49,3362907352245.57,4159431451515.9,4574521460012.74,4672689376253.42,5880688023843.26,7149215002406.38,7116212677298.5,6495755148668.91,6596586819720.33,7200156656955.42,8862330817568.42,10160398631608.8,10523525439926.8,11184044960382.4,13510069962193.7,11675505777208.6,11973696253892.8,12679719055232.6,13698192927474.5,13418360523881.5,13086148411425.1,14570891691511.7,14040893546587.3,5.93111257939683
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1019416869668.74,1149365465569.76,1377130817922.61,1749169483519.02,1976490376080.63,3945237401488.66,3827325614602.15,3678603570653.75,3806796130068.03,5196005238392.34,6420601838951.33,7147035857245.47,7242068229580.14,8860001405151.17,10795976125256.9,10678007624358.8,10066421859249.2,10167228168694.5,11134372565307.2,13536888371227.6,15777100065927.4,16782544224445.1,18169184200684.1,23783762693462.8,20487299241754.5,20419509740630.1,21655200512836.2,23193777815580.4,22910270792580.6,22150021659550.1,25153884144575.6,25192037594848.6,6.16787924753491
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,862085298434.646,834089891182.096,893030485494.276,705490554240.297,591797958891.089,662865829213.564,655068103160.567,750707698399.932,947224168366.435,1256021604553.75,1589623215078.92,1950105723610.7,3845774153167.21,2921688285552.26,2777867803805.59,3118424956384.82,3182909933137.88,3248044237780.69,2990896567052.31,3581677715819.85,4124699980830.46,..
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,988478286834.956,959311297803.815,1019407140680.24,947828497154.125,821675687106.137,894544912879.61,909540989189.308,1022699841892.18,1258196381063.02,1628013726359.24,2039291725254.95,2466294505435.14,4643782927094.06,3627425557555.83,3485571017748.04,3909150827560.03,4076336318031.97,4156449775997.6,3899326823730.17,4615367974096.26,5185102776173.97,..
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,725882274752.551,820757717773.022,990362028045.835,1281934388219.46,1451652145420.38,2777189622000.29,2701887926641.8,2603220657105.87,2677480780323.4,3743790927546.53,4630938021004.69,5083942710178.23,5193046311962.75,6497762738132.15,7969828858391.95,7925875793536.15,7276637983680.52,7393878987404.84,8083741282668.47,9932175155886,11418921613749.3,11910059838304,12712564874685.1,15650588620202,13553055207692,13889039447069.8,14764668937681.1,15979881686055.6,15692624900173,15370461303996.4,17187869517145.9,16641391923811.1,6.02357791241619
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,64779731305.4452,65674584279.1896,75186521183.908,92162608018.0976,137116311356.887,466093357291.095,396969411755.862,358699789769.642,366451346774.275,355576918851.835,366343472514.843,383895976989.384,381331068433.646,551464186619.218,419787608120.246,452381438866.935,525923492617.643,524820607656.157,515128617521.844,540101886447.468,681202193967.179,856243749366.614,1060626418683.6,2077047395313.54,1659059960949.31,1555352426735.14,1645540777006.25,1730287221140.22,1826389026348.85,1663072394700.79,1783491556983.2,1892553416324,6.48978739278859
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,31962960653.614,34354320283.6476,37368293666.8581,46136646050.3917,54947655240.149,107882949059.385,103238056408.208,103775370860.91,103167273762.249,118612183964.842,130456353406.227,137681617095.984,140602461086.649,162560597218.284,163059826840.905,163833164869.178,177567717258.143,172626762131.915,186798471425.641,211521311898.115,243387232295.465,279221096803.812,329711051193.589,719693866273.251,698814203077.249,731974952060.25,809850137940.151,771241850302.934,799160667507.735,808664234946.38,898771753067.723,970109981803.944,6.56313787604758
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2394458719134.3,2658213530866.94,3083424652587.82,3730782775772.69,4206610118501.21,9014070180686.39,9307274823050.03,9708510805998.46,10194067191689.5,12377564712374.4,14345410483598.3,16151219796861.9,16899764444681.3,18985012664862,25888469871146.7,27194827316557.1,27764050359632.2,27489066409393.7,28660868665486.4,32125480719417.4,35771600781059,37831114602373.8,39962463041148.7,51134057169125.4,48273634988451.5,49306277527564.3,51570870016899.8,54839704976037.1,55315474922573.4,53937976780898.1,60016712305060.2,61535768880816.7,6.24319502457534
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,574979364132.601,627486667752.125,706116891008.86,914768346940.198,1152536835908.17,2491063028144.27,2452321862781.73,2545964829024.57,2642524425526.32,2755085729092.69,2836707800974.45,3037192192086.19,3164104713185.12,3638437908431.4,5510045621255.46,5366064673362.04,5839436714264.72,5911673645506.48,6001266668417.3,6747932625643.08,8043519579051.21,9615796081224.46,11403941454978.9,27519521640517.5,25774291128877.2,25972093023068.7,28689022224808.5,30520147708890,31181885466267.4,30036645646514.1,35615582809273,37635709395799.7,8.04110470185827
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,657852694284.39,709722967090.345,791160280563.65,1011675036369.35,1282877331903.41,2886738091442.27,2779448084203.33,2845219285275.32,2947286345770.02,3062487003592.8,3170194994177.58,3364776021250.51,3496626582886.94,4017383514929.53,5994914072573.23,5864975962199.99,6392236773484.94,6467058819404,6597179645796.56,7411818808331.16,8822574687641.8,10526961170664,12493276098307.4,29716965776742.9,27922343491136.9,28162575334751.8,30978325716193.1,32893629417407.6,33639428774236.2,32450856363672.7,38246179203967.4,40448776490634.5,7.9207896868935
